data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro,ano,mes,mes_nome,trimestre,dia_semana,margem_lucro,ticket_unitario,status_lucro
2023-01-04 05:07:07.851140456,MG,Marketplace,Móveis,Varejo,Produto_4,7,1250.2409547944628,767.7046760641385,482.5362787303243,2023,1,January,1,Wednesday,38.6,178.61,Lucrativo
2023-01-04 05:07:07.851140456,MG,Loja Física,Serviços,Corporativo,Produto_82,4,8484.304780562856,4788.351169151474,3695.9536114113816,2023,1,January,1,Wednesday,43.56,2121.08,Lucrativo
2023-01-04 19:08:25.642256902,ES,Online,Serviços,Corporativo,Produto_15,12,16829.75184969159,11255.289443888914,5574.462405802677,2023,1,January,1,Wednesday,33.12,1402.48,Lucrativo
2023-01-05 16:10:22.328931572,RS,Loja Física,Informática,Distribuidor,Produto_98,4,1199.29001583665,858.1763950309601,341.11362080569006,2023,1,January,1,Thursday,28.44,299.82,Lucrativo
2023-01-06 06:11:40.120048019,PR,Loja Física,Eletrônicos,Distribuidor,Produto_23,11,1232.849746947707,989.3763827191,243.47336422860712,2023,1,January,1,Friday,19.75,112.08,Lucrativo
2023-01-06 06:11:40.120048019,SC,Marketplace,Eletrônicos,Corporativo,Produto_86,13,29917.05304441017,20642.71468007769,9274.33836433248,2023,1,January,1,Friday,31.0,2301.31,Lucrativo
2023-01-06 06:11:40.120048019,MG,Representante,Informática,Distribuidor,Produto_4,9,3769.42493248302,2263.820875011221,1505.604057471799,2023,1,January,1,Friday,39.94,418.82,Lucrativo
2023-01-06 06:11:40.120048019,ES,Representante,Serviços,Corporativo,Produto_113,10,9210.815903290266,6600.913760002332,2609.902143287933,2023,1,January,1,Friday,28.34,921.08,Lucrativo
2023-01-06 06:11:40.120048019,RS,Representante,Serviços,Distribuidor,Produto_64,5,8503.591228274923,6335.573996255277,2168.017232019646,2023,1,January,1,Friday,25.5,1700.72,Lucrativo
2023-01-06 20:12:57.911164465,BA,Representante,Acessórios,Varejo,Produto_71,1,1609.3532359477376,1189.9345290578265,419.4187068899112,2023,1,January,1,Friday,26.06,1609.35,Lucrativo
2023-01-07 03:13:36.806722689,PR,Marketplace,Acessórios,Distribuidor,Produto_73,13,4727.36402023705,3203.37790806931,1523.98611216774,2023,1,January,1,Saturday,32.24,363.64,Lucrativo
2023-01-07 03:13:36.806722689,RS,Marketplace,Móveis,Corporativo,Produto_36,3,1634.245490272714,1269.2913430797764,364.9541471929376,2023,1,January,1,Saturday,22.33,544.75,Lucrativo
2023-01-07 10:14:15.702280912,MG,Representante,Eletrônicos,Corporativo,Produto_94,1,1349.315252370604,955.1163044839742,394.19894788662975,2023,1,January,1,Saturday,29.21,1349.32,Lucrativo
2023-01-07 10:14:15.702280912,SP,Representante,Eletrônicos,Varejo,Produto_1,6,718.7120150742912,422.5925660352536,296.11944903903765,2023,1,January,1,Saturday,41.2,119.79,Lucrativo
2023-01-08 00:15:33.493397359,BA,Representante,Móveis,Corporativo,Produto_90,4,5259.063892285759,3646.7335807472136,1612.3303115385452,2023,1,January,1,Sunday,30.66,1314.77,Lucrativo
2023-01-08 00:15:33.493397359,MG,Representante,Eletrônicos,Varejo,Produto_77,12,17473.080683020118,10201.020473638262,7272.060209381856,2023,1,January,1,Sunday,41.62,1456.09,Lucrativo
2023-01-08 07:16:12.388955582,SP,Loja Física,Informática,Distribuidor,Produto_30,6,8680.866529985044,7279.111566792606,1401.7549631924376,2023,1,January,1,Sunday,16.15,1446.81,Lucrativo
2023-01-08 21:17:30.180072028,BA,Loja Física,Serviços,Varejo,Produto_55,3,4176.415147727299,2421.895824810965,1754.5193229163335,2023,1,January,1,Sunday,42.01,1392.14,Lucrativo
2023-01-10 08:20:44.657863145,PR,Marketplace,Móveis,Varejo,Produto_7,1,392.3646159326681,282.06282769677006,110.30178823589809,2023,1,January,1,Tuesday,28.11,392.36,Lucrativo
2023-01-11 05:22:41.344537815,ES,Marketplace,Acessórios,Distribuidor,Produto_70,9,14465.451092340703,10288.413501026342,4177.037591314363,2023,1,January,1,Wednesday,28.88,1607.27,Lucrativo
2023-01-11 05:22:41.344537815,SC,Loja Física,Móveis,Distribuidor,Produto_9,8,4477.771145211962,3619.207949575029,858.563195636933,2023,1,January,1,Wednesday,19.17,559.72,Lucrativo
2023-01-12 02:24:38.031212485,SC,Loja Física,Informática,Corporativo,Produto_57,8,840.8496608565936,492.29347245904574,348.5561883975478,2023,1,January,1,Thursday,41.45,105.11,Lucrativo
2023-01-12 09:25:16.926770708,BA,Loja Física,Informática,Varejo,Produto_115,9,3930.0849376605584,2590.617169909029,1339.4677677515292,2023,1,January,1,Thursday,34.08,436.68,Lucrativo
2023-01-12 09:25:16.926770708,SP,Online,Eletrônicos,Corporativo,Produto_76,1,1435.4767918209786,851.0202395109566,584.4565523100221,2023,1,January,1,Thursday,40.72,1435.48,Lucrativo
2023-01-12 09:25:16.926770708,SP,Marketplace,Informática,Varejo,Produto_15,6,13656.577845654198,10185.695862832656,3470.881982821542,2023,1,January,1,Thursday,25.42,2276.1,Lucrativo
2023-01-12 16:25:55.822328931,RJ,Representante,Serviços,Corporativo,Produto_73,6,4184.385871139521,2494.677286717067,1689.7085844224544,2023,1,January,1,Thursday,40.38,697.4,Lucrativo
2023-01-12 16:25:55.822328931,ES,Loja Física,Acessórios,Varejo,Produto_8,2,4668.786931118429,3248.143296785328,1420.6436343331006,2023,1,January,1,Thursday,30.43,2334.39,Lucrativo
2023-01-12 23:26:34.717887154,BA,Loja Física,Acessórios,Varejo,Produto_54,11,21880.611904191213,15856.010135227394,6024.601768963819,2023,1,January,1,Thursday,27.53,1989.15,Lucrativo
2023-01-13 06:27:13.613445378,MG,Online,Eletrônicos,Varejo,Produto_10,4,7938.750935248927,4540.344690311946,3398.406244936981,2023,1,January,1,Friday,42.81,1984.69,Lucrativo
2023-01-13 06:27:13.613445378,RS,Marketplace,Informática,Varejo,Produto_69,14,15475.107731807517,11831.61062667758,3643.4971051299344,2023,1,January,1,Friday,23.54,1105.36,Lucrativo
2023-01-13 06:27:13.613445378,RJ,Marketplace,Serviços,Distribuidor,Produto_59,7,5479.841657145074,3493.892725475191,1985.9489316698832,2023,1,January,1,Friday,36.24,782.83,Lucrativo
2023-01-13 06:27:13.613445378,RS,Representante,Informática,Distribuidor,Produto_103,8,8772.290541740458,5200.718491263283,3571.5720504771757,2023,1,January,1,Friday,40.71,1096.54,Lucrativo
2023-01-13 13:27:52.509003601,RJ,Online,Serviços,Distribuidor,Produto_116,12,6626.410330207758,3727.745700219172,2898.6646299885865,2023,1,January,1,Friday,43.74,552.2,Lucrativo
2023-01-15 00:31:06.986794718,ES,Representante,Acessórios,Varejo,Produto_66,2,1960.429957181365,1394.0660280087727,566.363929172592,2023,1,January,1,Sunday,28.89,980.21,Lucrativo
2023-01-15 07:31:45.882352941,RJ,Marketplace,Acessórios,Distribuidor,Produto_101,9,10925.793340146329,9083.942535977809,1841.8508041685216,2023,1,January,1,Sunday,16.86,1213.98,Lucrativo
2023-01-15 07:31:45.882352941,SC,Representante,Serviços,Varejo,Produto_52,5,8319.373094285727,5180.695158253324,3138.6779360324035,2023,1,January,1,Sunday,37.73,1663.87,Lucrativo
2023-01-15 14:32:24.777911164,RS,Marketplace,Serviços,Distribuidor,Produto_57,1,1382.3063122712892,932.7041673121244,449.6021449591649,2023,1,January,1,Sunday,32.53,1382.31,Lucrativo
2023-01-16 04:33:42.569027611,BA,Loja Física,Serviços,Distribuidor,Produto_116,8,19837.59888423376,15331.31781688543,4506.281067348331,2023,1,January,1,Monday,22.72,2479.7,Lucrativo
2023-01-16 11:34:21.464585834,BA,Online,Móveis,Distribuidor,Produto_49,11,10711.106638576166,6250.127253209056,4460.97938536711,2023,1,January,1,Monday,41.65,973.74,Lucrativo
2023-01-17 08:36:18.151260504,MG,Representante,Acessórios,Corporativo,Produto_72,4,4686.785573069073,3345.5043009699307,1341.281272099142,2023,1,January,1,Tuesday,28.62,1171.7,Lucrativo
2023-01-17 15:36:57.046818727,SC,Loja Física,Informática,Corporativo,Produto_96,3,998.392571176368,798.0187944710599,200.37377670530805,2023,1,January,1,Tuesday,20.07,332.8,Lucrativo
2023-01-17 22:37:35.942376950,RJ,Loja Física,Informática,Varejo,Produto_101,7,14918.546837581998,10561.695828305168,4356.85100927683,2023,1,January,1,Tuesday,29.2,2131.22,Lucrativo
2023-01-18 05:38:14.837935174,RS,Marketplace,Eletrônicos,Distribuidor,Produto_101,5,10114.28906530212,7875.734222057308,2238.554843244812,2023,1,January,1,Wednesday,22.13,2022.86,Lucrativo
2023-01-18 12:38:53.733493397,ES,Online,Serviços,Distribuidor,Produto_29,3,1580.5601407702422,1288.513261333788,292.0468794364542,2023,1,January,1,Wednesday,18.48,526.85,Lucrativo
2023-01-18 12:38:53.733493397,PR,Online,Serviços,Corporativo,Produto_42,9,20942.13496943637,17711.625874113164,3230.5090953232066,2023,1,January,1,Wednesday,15.43,2326.9,Lucrativo
2023-01-19 02:40:11.524609844,PR,Loja Física,Móveis,Distribuidor,Produto_94,5,4062.265651771773,2293.2537333375626,1769.0119184342095,2023,1,January,1,Thursday,43.55,812.45,Lucrativo
2023-01-19 16:41:29.315726290,ES,Loja Física,Serviços,Varejo,Produto_117,4,9362.135586249044,6440.570740644429,2921.5648456046165,2023,1,January,1,Thursday,31.21,2340.53,Lucrativo
2023-01-20 06:42:47.106842737,SP,Online,Informática,Varejo,Produto_19,11,22131.112990426413,12341.573471087591,9789.53951933882,2023,1,January,1,Friday,44.23,2011.92,Lucrativo
2023-01-20 13:43:26.002400960,BA,Representante,Informática,Varejo,Produto_104,10,22441.788154783942,13821.748376484264,8620.039778299679,2023,1,January,1,Friday,38.41,2244.18,Lucrativo
2023-01-20 13:43:26.002400960,SP,Online,Acessórios,Corporativo,Produto_37,6,13006.870968683848,8766.199247016975,4240.671721666873,2023,1,January,1,Friday,32.6,2167.81,Lucrativo
2023-01-20 20:44:04.897959183,MG,Online,Eletrônicos,Corporativo,Produto_64,2,2214.0141884836926,1659.654510294695,554.3596781889976,2023,1,January,1,Friday,25.04,1107.01,Lucrativo
2023-01-20 20:44:04.897959183,RJ,Representante,Eletrônicos,Corporativo,Produto_107,6,8435.883637296547,5342.096179068655,3093.787458227892,2023,1,January,1,Friday,36.67,1405.98,Lucrativo
2023-01-21 10:45:22.689075630,RJ,Marketplace,Serviços,Distribuidor,Produto_116,2,4922.459877063879,3208.211636461083,1714.2482406027957,2023,1,January,1,Saturday,34.83,2461.23,Lucrativo
2023-01-22 00:46:40.480192076,RJ,Online,Informática,Varejo,Produto_68,11,16573.12522585896,11000.199288692933,5572.925937166028,2023,1,January,1,Sunday,33.63,1506.65,Lucrativo
2023-01-22 00:46:40.480192076,RJ,Marketplace,Informática,Varejo,Produto_40,6,4181.1983067446345,3312.1612022611803,869.0371044834542,2023,1,January,1,Sunday,20.78,696.87,Lucrativo
2023-01-22 00:46:40.480192076,BA,Loja Física,Acessórios,Varejo,Produto_97,7,4842.086549147128,3849.68158099533,992.4049681517976,2023,1,January,1,Sunday,20.5,691.73,Lucrativo
2023-01-22 00:46:40.480192076,SC,Loja Física,Eletrônicos,Distribuidor,Produto_9,9,8046.533822730742,6012.70803125081,2033.8257914799324,2023,1,January,1,Sunday,25.28,894.06,Lucrativo
2023-01-22 14:47:58.271308523,RS,Online,Móveis,Varejo,Produto_19,9,1386.6568042312108,986.6046505277732,400.05215370343774,2023,1,January,1,Sunday,28.85,154.07,Lucrativo
2023-01-23 04:49:16.062424970,RS,Marketplace,Serviços,Varejo,Produto_105,3,7165.2841424089565,3988.4979946411095,3176.786147767847,2023,1,January,1,Monday,44.34,2388.43,Lucrativo
2023-01-23 04:49:16.062424970,BA,Representante,Informática,Corporativo,Produto_8,3,398.5864636506665,231.97920287167244,166.60726077899403,2023,1,January,1,Monday,41.8,132.86,Lucrativo
2023-01-23 11:49:54.957983193,MG,Loja Física,Eletrônicos,Corporativo,Produto_25,10,5251.167995834459,4283.982942115461,967.1850537189983,2023,1,January,1,Monday,18.42,525.12,Lucrativo
2023-01-23 18:50:33.853541416,RS,Marketplace,Móveis,Corporativo,Produto_86,13,7744.548333217469,5565.568052727158,2178.980280490311,2023,1,January,1,Monday,28.14,595.73,Lucrativo
2023-01-24 15:52:30.540216086,RJ,Representante,Informática,Distribuidor,Produto_31,2,3976.253503042751,2232.780363387151,1743.4731396556,2023,1,January,1,Tuesday,43.85,1988.13,Lucrativo
2023-01-24 15:52:30.540216086,MG,Marketplace,Eletrônicos,Varejo,Produto_32,3,2840.003722370632,2040.881288217264,799.122434153368,2023,1,January,1,Tuesday,28.14,946.67,Lucrativo
2023-01-24 22:53:09.435774309,RS,Representante,Serviços,Corporativo,Produto_10,4,727.8487216599455,410.27436218527856,317.5743594746669,2023,1,January,1,Tuesday,43.63,181.96,Lucrativo
2023-01-24 22:53:09.435774309,SC,Online,Informática,Distribuidor,Produto_96,11,12981.24086845372,10642.114192699984,2339.126675753738,2023,1,January,1,Tuesday,18.02,1180.11,Lucrativo
2023-01-25 05:53:48.331332533,RJ,Online,Informática,Corporativo,Produto_95,10,14260.96907393916,10077.87256367664,4183.096510262521,2023,1,January,1,Wednesday,29.33,1426.1,Lucrativo
2023-01-25 19:55:06.122448979,SP,Marketplace,Acessórios,Varejo,Produto_39,4,6217.1522155412085,4667.2367309332885,1549.91548460792,2023,1,January,1,Wednesday,24.93,1554.29,Lucrativo
2023-01-25 19:55:06.122448979,RJ,Loja Física,Eletrônicos,Distribuidor,Produto_108,1,1904.3648387499368,1460.6622731017476,443.7025656481892,2023,1,January,1,Wednesday,23.3,1904.36,Lucrativo
2023-01-26 02:55:45.018007202,MG,Representante,Eletrônicos,Corporativo,Produto_60,9,1475.2376751932609,1054.708751150094,420.5289240431666,2023,1,January,1,Thursday,28.51,163.92,Lucrativo
2023-01-26 02:55:45.018007202,BA,Loja Física,Informática,Varejo,Produto_39,4,4583.457090751755,3528.5903964961285,1054.866694255626,2023,1,January,1,Thursday,23.01,1145.86,Lucrativo
2023-01-26 09:56:23.913565426,MG,Marketplace,Serviços,Varejo,Produto_10,9,18394.86109717643,13791.262742612756,4603.598354563674,2023,1,January,1,Thursday,25.03,2043.87,Lucrativo
2023-01-27 13:58:59.495798319,SP,Marketplace,Informática,Varejo,Produto_98,7,12446.861168495465,6931.291649936175,5515.569518559289,2023,1,January,1,Friday,44.31,1778.12,Lucrativo
2023-01-27 20:59:38.391356542,BA,Marketplace,Serviços,Varejo,Produto_89,12,26869.78205345302,21967.727535722024,4902.054517730994,2023,1,January,1,Friday,18.24,2239.15,Lucrativo
2023-01-28 11:00:56.182472989,SP,Representante,Acessórios,Corporativo,Produto_59,10,8584.248191644994,6396.097548541293,2188.150643103701,2023,1,January,1,Saturday,25.49,858.42,Lucrativo
2023-01-29 08:02:52.869147659,SP,Online,Acessórios,Varejo,Produto_21,12,2491.116698658599,1377.9671791228363,1113.1495195357627,2023,1,January,1,Sunday,44.68,207.59,Lucrativo
2023-01-29 22:04:10.660264105,BA,Representante,Acessórios,Distribuidor,Produto_11,6,3187.5490633692825,2188.427760590092,999.121302779191,2023,1,January,1,Sunday,31.34,531.26,Lucrativo
2023-01-31 02:06:46.242496999,RJ,Online,Eletrônicos,Corporativo,Produto_33,7,15500.078252890731,12756.23750072275,2743.840752167984,2023,1,January,1,Tuesday,17.7,2214.3,Lucrativo
2023-01-31 02:06:46.242496999,ES,Marketplace,Acessórios,Varejo,Produto_45,14,30595.218876228755,25517.62972273078,5077.589153497975,2023,1,January,1,Tuesday,16.6,2185.37,Lucrativo
2023-01-31 09:07:25.138055222,RS,Online,Serviços,Varejo,Produto_95,7,11201.291820029764,8437.753377121326,2763.538442908439,2023,1,January,1,Tuesday,24.67,1600.18,Lucrativo
2023-01-31 09:07:25.138055222,SP,Online,Informática,Corporativo,Produto_114,2,784.5418986303206,663.7997418481265,120.74215678219412,2023,1,January,1,Tuesday,15.39,392.27,Lucrativo
2023-01-31 09:07:25.138055222,RJ,Representante,Serviços,Corporativo,Produto_15,13,11449.511629144576,7840.295121948234,3609.216507196342,2023,1,January,1,Tuesday,31.52,880.73,Lucrativo
2023-01-31 16:08:04.033613445,BA,Marketplace,Serviços,Corporativo,Produto_62,12,17641.944132083692,13743.95168274514,3897.992449338553,2023,1,January,1,Tuesday,22.1,1470.16,Lucrativo
2023-02-02 10:11:57.406962785,PR,Marketplace,Eletrônicos,Varejo,Produto_101,5,5460.348800270547,3471.5547478494505,1988.7940524210967,2023,2,February,1,Thursday,36.42,1092.07,Lucrativo
2023-02-02 17:12:36.302521008,PR,Marketplace,Acessórios,Distribuidor,Produto_90,7,9041.334994136689,5829.991937260939,3211.343056875748,2023,2,February,1,Thursday,35.52,1291.62,Lucrativo
2023-02-02 17:12:36.302521008,SC,Representante,Móveis,Corporativo,Produto_39,10,18295.746933995026,15112.10322071543,3183.6437132795963,2023,2,February,1,Thursday,17.4,1829.57,Lucrativo
2023-02-03 00:13:15.198079231,SC,Online,Informática,Corporativo,Produto_79,5,12468.332924563458,8367.609568632757,4100.723355930701,2023,2,February,1,Friday,32.89,2493.67,Lucrativo
2023-02-03 07:13:54.093637455,MG,Marketplace,Informática,Distribuidor,Produto_84,10,990.8424098917708,637.4980305700983,353.3443793216726,2023,2,February,1,Friday,35.66,99.08,Lucrativo
2023-02-03 14:14:32.989195678,MG,Representante,Serviços,Corporativo,Produto_73,6,7531.171370359938,5160.359648580756,2370.8117217791823,2023,2,February,1,Friday,31.48,1255.2,Lucrativo
2023-02-03 14:14:32.989195678,ES,Representante,Serviços,Distribuidor,Produto_8,4,9706.632462797608,6042.823705707647,3663.8087570899615,2023,2,February,1,Friday,37.75,2426.66,Lucrativo
2023-02-03 14:14:32.989195678,BA,Loja Física,Eletrônicos,Varejo,Produto_104,12,19816.88436790123,14471.333865359904,5345.550502541328,2023,2,February,1,Friday,26.97,1651.41,Lucrativo
2023-02-04 04:15:50.780312125,PR,Online,Móveis,Corporativo,Produto_72,12,3760.4599310172152,2915.5115009178453,844.94843009937,2023,2,February,1,Saturday,22.47,313.37,Lucrativo
2023-02-04 11:16:29.675870348,PR,Online,Acessórios,Distribuidor,Produto_116,9,19105.76456266305,11011.164471611522,8094.600091051532,2023,2,February,1,Saturday,42.37,2122.86,Lucrativo
2023-02-04 11:16:29.675870348,RJ,Marketplace,Acessórios,Varejo,Produto_117,1,2310.55577988439,1552.2550837996328,758.3006960847579,2023,2,February,1,Saturday,32.82,2310.56,Lucrativo
2023-02-05 01:17:47.466986794,SC,Loja Física,Acessórios,Distribuidor,Produto_64,8,18783.05468711713,12295.46999372816,6487.584693388972,2023,2,February,1,Sunday,34.54,2347.88,Lucrativo
2023-02-05 22:19:44.153661464,RJ,Loja Física,Informática,Corporativo,Produto_18,8,18887.39195360059,14126.228765674452,4761.163187926137,2023,2,February,1,Sunday,25.21,2360.92,Lucrativo
2023-02-05 22:19:44.153661464,ES,Loja Física,Eletrônicos,Varejo,Produto_64,6,5099.149128333724,3035.6920308142253,2063.4570975194983,2023,2,February,1,Sunday,40.47,849.86,Lucrativo
2023-02-05 22:19:44.153661464,BA,Loja Física,Acessórios,Varejo,Produto_65,6,9745.92476232675,7271.590671177723,2474.334091149026,2023,2,February,1,Sunday,25.39,1624.32,Lucrativo
2023-02-06 12:21:01.944777911,MG,Representante,Informática,Distribuidor,Produto_69,10,11055.02607428458,8905.396629203484,2149.6294450810965,2023,2,February,1,Monday,19.44,1105.5,Lucrativo
2023-02-06 12:21:01.944777911,ES,Representante,Acessórios,Varejo,Produto_13,14,23153.87848895637,14796.892371609503,8356.986117346865,2023,2,February,1,Monday,36.09,1653.85,Lucrativo
2023-02-06 12:21:01.944777911,PR,Marketplace,Eletrônicos,Corporativo,Produto_62,10,23532.98638610805,19316.39620667952,4216.590179428531,2023,2,February,1,Monday,17.92,2353.3,Lucrativo
2023-02-07 02:22:19.735894357,RJ,Marketplace,Móveis,Distribuidor,Produto_107,13,5554.517490336999,3879.458608951806,1675.0588813851928,2023,2,February,1,Tuesday,30.16,427.27,Lucrativo
2023-02-07 02:22:19.735894357,RS,Loja Física,Informática,Distribuidor,Produto_27,8,11262.196453661803,8704.055757028324,2558.1406966334816,2023,2,February,1,Tuesday,22.71,1407.77,Lucrativo
2023-02-07 09:22:58.631452581,ES,Marketplace,Móveis,Varejo,Produto_65,1,446.9549200928773,265.15554958054616,181.7993705123311,2023,2,February,1,Tuesday,40.68,446.95,Lucrativo
2023-02-07 16:23:37.527010804,MG,Representante,Acessórios,Corporativo,Produto_62,9,10233.92168410128,7635.208304817397,2598.713379283883,2023,2,February,1,Tuesday,25.39,1137.1,Lucrativo
2023-02-07 16:23:37.527010804,BA,Marketplace,Móveis,Distribuidor,Produto_21,7,13427.477171726445,7803.04035346913,5624.436818257313,2023,2,February,1,Tuesday,41.89,1918.21,Lucrativo
2023-02-08 06:24:55.318127251,SP,Loja Física,Serviços,Corporativo,Produto_81,9,13321.296116030751,9097.079302817983,4224.21681321277,2023,2,February,1,Wednesday,31.71,1480.14,Lucrativo
2023-02-08 20:26:13.109243697,RJ,Loja Física,Acessórios,Varejo,Produto_100,2,3447.0928500232635,2680.192453955089,766.9003960681744,2023,2,February,1,Wednesday,22.25,1723.55,Lucrativo
2023-02-09 03:26:52.004801920,SP,Marketplace,Eletrônicos,Varejo,Produto_68,3,5489.565844694362,3650.5914259729375,1838.9744187214235,2023,2,February,1,Thursday,33.5,1829.86,Lucrativo
2023-02-09 17:28:09.795918367,SC,Online,Móveis,Distribuidor,Produto_85,13,22447.67577325753,13193.657512606287,9254.018260651246,2023,2,February,1,Thursday,41.22,1726.74,Lucrativo
2023-02-09 17:28:09.795918367,ES,Loja Física,Acessórios,Corporativo,Produto_35,5,3685.640963935104,2429.822125220704,1255.8188387144005,2023,2,February,1,Thursday,34.07,737.13,Lucrativo
2023-02-09 17:28:09.795918367,RJ,Marketplace,Eletrônicos,Varejo,Produto_29,8,12184.22673599454,7552.504999874975,4631.721736119565,2023,2,February,1,Thursday,38.01,1523.03,Lucrativo
2023-02-09 17:28:09.795918367,RJ,Loja Física,Acessórios,Corporativo,Produto_104,4,2292.27446032776,1514.9780242969562,777.2964360308035,2023,2,February,1,Thursday,33.91,573.07,Lucrativo
2023-02-10 00:28:48.691476590,RJ,Representante,Eletrônicos,Distribuidor,Produto_52,13,23333.306544864547,16825.640999584517,6507.66554528003,2023,2,February,1,Friday,27.89,1794.87,Lucrativo
2023-02-10 07:29:27.587034814,ES,Representante,Acessórios,Distribuidor,Produto_32,14,5102.769022305286,4177.754533381914,925.0144889233716,2023,2,February,1,Friday,18.13,364.48,Lucrativo
2023-02-10 07:29:27.587034814,RS,Online,Eletrônicos,Varejo,Produto_64,5,10210.692951620003,6698.4137462671,3512.2792053529056,2023,2,February,1,Friday,34.4,2042.14,Lucrativo
2023-02-10 14:30:06.482593037,SC,Online,Informática,Varejo,Produto_88,8,19526.70075513434,14237.491697016403,5289.209058117938,2023,2,February,1,Friday,27.09,2440.84,Lucrativo
2023-02-10 21:30:45.378151260,RS,Loja Física,Eletrônicos,Corporativo,Produto_60,2,289.4612530531886,180.5604774422658,108.9007756109228,2023,2,February,1,Friday,37.62,144.73,Lucrativo
2023-02-10 21:30:45.378151260,RS,Online,Acessórios,Varejo,Produto_28,10,12799.309297793889,10054.78676654324,2744.522531250648,2023,2,February,1,Friday,21.44,1279.93,Lucrativo
2023-02-10 21:30:45.378151260,BA,Loja Física,Acessórios,Distribuidor,Produto_82,9,20661.60951761444,17544.84577179525,3116.7637458191894,2023,2,February,1,Friday,15.08,2295.73,Lucrativo
2023-02-11 04:31:24.273709484,ES,Online,Móveis,Corporativo,Produto_51,5,12162.93588788295,8100.893209397821,4062.042678485129,2023,2,February,1,Saturday,33.4,2432.59,Lucrativo
2023-02-11 04:31:24.273709484,SP,Representante,Serviços,Distribuidor,Produto_110,4,778.2326731911829,611.7316141020736,166.50105908910928,2023,2,February,1,Saturday,21.39,194.56,Lucrativo
2023-02-12 08:33:59.855942377,RJ,Online,Acessórios,Varejo,Produto_113,5,2993.2458080437714,2538.591997453383,454.6538105903883,2023,2,February,1,Sunday,15.19,598.65,Lucrativo
2023-02-12 15:34:38.751500600,ES,Online,Informática,Corporativo,Produto_1,4,1169.2635760631008,897.9565845656784,271.3069914974224,2023,2,February,1,Sunday,23.2,292.32,Lucrativo
2023-02-12 22:35:17.647058823,MG,Marketplace,Serviços,Corporativo,Produto_53,5,2554.79985831526,1746.7817753873942,808.0180829278656,2023,2,February,1,Sunday,31.63,510.96,Lucrativo
2023-02-13 05:35:56.542617047,PR,Marketplace,Serviços,Distribuidor,Produto_37,13,23200.16088825057,14597.309716961485,8602.851171289089,2023,2,February,1,Monday,37.08,1784.63,Lucrativo
2023-02-13 05:35:56.542617047,RJ,Online,Informática,Corporativo,Produto_37,7,2998.2162954308687,1953.1339449066245,1045.0823505242445,2023,2,February,1,Monday,34.86,428.32,Lucrativo
2023-02-13 19:37:14.333733493,RJ,Loja Física,Acessórios,Varejo,Produto_53,2,2982.737842908212,2054.119951852682,928.61789105553,2023,2,February,1,Monday,31.13,1491.37,Lucrativo
2023-02-14 09:38:32.124849940,ES,Online,Informática,Varejo,Produto_15,9,21982.775494897636,17159.291118073947,4823.484376823686,2023,2,February,1,Tuesday,21.94,2442.53,Lucrativo
2023-02-14 16:39:11.020408163,MG,Loja Física,Serviços,Distribuidor,Produto_104,1,337.315835407081,248.799142712222,88.51669269485902,2023,2,February,1,Tuesday,26.24,337.32,Lucrativo
